Player,Team,Year,Salary,Protection Status
Natasha Cloud,New York Liberty,2026,N/A,Unrestricted Free Agent
Jonquel Jones,New York Liberty,2026,N/A,Unrestricted Free Agent
Betnijah Laney-Hamilton ,New York Liberty,2026,N/A,Suspended Contract Expired
Nyara Sabally,New York Liberty,2026,"$90,908 ",Protected Rookie Scale
Kennedy Burke ,New York Liberty,2026,N/A,Unrestricted Free Agent
Isabelle Harrison ,New York Liberty,2026,N/A,Unrestricted Free Agent
Marquesha Davis,New York Liberty,2026,"$78,929 ",Unprotected
Leonie Fiebich,New York Liberty,2026,"$75,456 ",Unprotected
Annika Soltau,New York Liberty,2026,N/A,Suspended Contract Expired
Raquel Carrera,New York Liberty,2026,N/A,Suspended Contract Expired
Seehia Ridard,New York Liberty,2026,N/A,Suspended Contract Expired
Rebekah Gardner,New York Liberty,2026,N/A,Reserved Free Agent
Marine Johannès,New York Liberty,2026,N/A,Reserved Free Agent
Jaylyn Sherrod,New York Liberty,2026,N/A,Reserved Free Agent
Kahleah Copper,Phoenix Mercury,2026,N/A,Unrestricted Free Agent
Satou Sabally ,Phoenix Mercury,2026,N/A,Unrestricted Free Agent
Alyssa Thomas,Phoenix Mercury,2026,N/A,Unrestricted Free Agent
Kalani Brown,Phoenix Mercury,2026,"$132,500 ",Protected Veteran
Sami Whitcomb ,Phoenix Mercury,2026,N/A,Unrestricted Free Agent
Kitija Laksa,Phoenix Mercury,2026,N/A,Reserved Free Agent
Helena Pueyo,Phoenix Mercury,2026,N/A,Suspended Contract Expired
Julia Ayrault,Phoenix Mercury,2026,N/A,Suspended Contract Expired
Lexi Held,Phoenix Mercury,2026,N/A,Reserved Free Agent
Monique Akoa Makani,Phoenix Mercury,2026,N/A,Reserved Free Agent
Natasha Mack,Phoenix Mercury,2026,N/A,Reserved Free Agent
Murjanatu Musa,Phoenix Mercury,2026,N/A,Reserved Free Agent
Kathryn Westbeld,Phoenix Mercury,2026,N/A,Reserved Free Agent
Megan McConnell,Phoenix Mercury,2026,N/A,Reserved Free Agent
Gabby Williams ,Seattle Storm,2026,N/A,Unrestricted Free Agent
Skylar Diggins ,Seattle Storm,2026,N/A,Unrestricted Free Agent
Nneka Ogwumike ,Seattle Storm,2026,N/A,Unrestricted Free Agent
Ezi Magbegor ,Seattle Storm,2026,N/A,Unrestricted Free Agent
Alysha Clark ,Seattle Storm,2026,N/A,Unrestricted Free Agent
Lexie Brown ,Seattle Storm,2026,"$98,818 ",Protected Veteran
Katie Lou Samuelson ,Seattle Storm,2026,N/A,Unrestricted Free Agent
Dominique Malonga ,Seattle Storm,2026,"$80,408 ",Unprotected
Erica Wheeler ,Seattle Storm,2026,N/A,Unrestricted Free Agent
Jordan Horston ,Seattle Storm,2026,"$87,080 ",Protected Rookie Scale
Nika Muhl ,Seattle Storm,2026,"$75,456 ",Unprotected
Zia Cooke ,Seattle Storm,2026,N/A,Reserved Free Agent
Mackenzie Holmes ,Seattle Storm,2026,N/A,Reserved Free Agent
Brittney Sykes ,Washington Mystics,2026,N/A,Unrestricted Free Agent
Stefanie Dolson,Washington Mystics,2026,N/A,Unrestricted Free Agent
Shakira Austin,Washington Mystics,2026,N/A,Restricted Free Agent
Sonia Citron,Washington Mystics,2026,"$80,408 ",Unprotected
Kiki Iriafen,Washington Mystics,2026,"$80,408 ",Unprotected
Sug Sutton,Washington Mystics,2026,N/A,Restricted Free Agent
Georgia Amoore,Washington Mystics,2026,"$77,156 ",Unprotected
Aaliyah Edwards,Washington Mystics,2026,"$82,399 ",Unprotected
Lucy Olsen,Washington Mystics,2026,"$70,653 ",Unprotected
Sika Koné,Washington Mystics,2026,N/A,Unrestricted Free Agent
Jade Melbourne ,Washington Mystics,2026,N/A,Unrestricted Free Agent
Emily Engstler,Washington Mystics,2026,N/A,Reserved Free Agent
